discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text
disc_lead_00653,essay_01052,Driverless cars,Adequate,2,4.0,9,No,Yes,Asian,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00654,essay_01053,Facial Action Coding System,Adequate,2,4.0,8,No,No,Black/African American,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00655,essay_01054,Seeking the Author,Adequate,2,4.0,8,No,No,Hispanic/Latino,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00656,essay_01055,Exploring Venus,Adequate,2,3.0,9,No,No,Black/African American,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00657,essay_01056,Car-free cities,Adequate,2,3.0,11,Yes,No,Asian,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00658,essay_01057,Driverless cars,Ineffective,1,4.0,9,No,No,Asian,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00659,essay_01058,Facial Action Coding System,Ineffective,1,4.0,11,No,No,Asian,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00660,essay_01059,Seeking the Author,Ineffective,1,3.0,8,No,No,Asian,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00661,essay_01060,Exploring Venus,Effective,3,4.0,12,Yes,No,Black/African American,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00662,essay_01061,Car-free cities,Effective,3,3.0,8,Yes,No,Hispanic/Latino,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00663,essay_01062,Driverless cars,Effective,3,4.0,8,No,No,Hispanic/Latino,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00664,essay_02000,Exploring Venus,Adequate,2,2.0,11,Yes,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00665,essay_02001,Car-free cities,Adequate,2,2.0,9,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00666,essay_02002,Driverless cars,Adequate,2,2.0,8,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00667,essay_02003,Facial Action Coding System,Effective,3,3.0,10,No,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00668,essay_02004,Seeking the Author,Ineffective,1,2.0,10,Yes,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00669,essay_02005,Exploring Venus,Adequate,2,1.0,11,No,Yes,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00670,essay_02006,Car-free cities,Adequate,2,3.0,8,Yes,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00671,essay_02007,Driverless cars,Adequate,2,1.0,8,No,No,Black/African American,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00672,essay_02008,Facial Action Coding System,Effective,3,1.0,6,No,Yes,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00673,essay_02009,Seeking the Author,Ineffective,1,1.0,8,No,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00674,essay_02010,Exploring Venus,Adequate,2,4.0,6,Yes,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00675,essay_02011,Car-free cities,Adequate,2,2.0,6,Yes,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00676,essay_02012,Driverless cars,Adequate,2,3.0,10,No,No,Black/African American,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00677,essay_02013,Facial Action Coding System,Effective,3,3.0,10,No,No,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00678,essay_02014,Seeking the Author,Ineffective,1,4.0,11,No,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00679,essay_02015,Exploring Venus,Adequate,2,3.0,10,Yes,Yes,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00680,essay_02016,Car-free cities,Adequate,2,1.0,10,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00681,essay_02017,Driverless cars,Adequate,2,3.0,11,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00682,essay_02018,Facial Action Coding System,Effective,3,2.0,9,Yes,Yes,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00683,essay_02019,Seeking the Author,Ineffective,1,3.0,11,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00684,essay_02020,Exploring Venus,Adequate,2,2.0,10,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00685,essay_02021,Car-free cities,Adequate,2,3.0,6,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00686,essay_02022,Driverless cars,Adequate,2,2.0,11,No,No,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00687,essay_02023,Facial Action Coding System,Effective,3,4.0,9,No,Yes,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00688,essay_02024,Seeking the Author,Ineffective,1,3.0,11,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00689,essay_02025,Exploring Venus,Adequate,2,3.0,11,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00690,essay_02026,Car-free cities,Adequate,2,3.0,11,No,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00691,essay_02027,Driverless cars,Adequate,2,4.0,8,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00692,essay_02028,Facial Action Coding System,Effective,3,2.0,10,Yes,Yes,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00693,essay_02029,Seeking the Author,Ineffective,1,2.0,6,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00694,essay_02030,Exploring Venus,Adequate,2,3.0,9,No,No,Asian,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00695,essay_02031,Car-free cities,Adequate,2,1.0,9,No,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00696,essay_02032,Driverless cars,Adequate,2,2.0,8,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00697,essay_02033,Facial Action Coding System,Effective,3,3.0,9,No,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00698,essay_02034,Seeking the Author,Ineffective,1,3.0,9,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00699,essay_02035,Exploring Venus,Adequate,2,2.0,8,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00700,essay_02036,Car-free cities,Adequate,2,2.0,9,No,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00701,essay_02037,Driverless cars,Adequate,2,3.0,10,Yes,No,Black/African American,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00702,essay_02038,Facial Action Coding System,Effective,3,2.0,10,No,No,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00703,essay_02039,Seeking the Author,Ineffective,1,4.0,8,Yes,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00704,essay_02040,Exploring Venus,Adequate,2,3.0,11,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00705,essay_02041,Car-free cities,Adequate,2,1.0,6,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00706,essay_02042,Driverless cars,Adequate,2,2.0,9,No,No,Black/African American,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00707,essay_02043,Facial Action Coding System,Effective,3,3.0,10,No,No,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00708,essay_02044,Seeking the Author,Ineffective,1,3.0,10,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00709,essay_02045,Exploring Venus,Adequate,2,3.0,9,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00710,essay_02046,Car-free cities,Adequate,2,1.0,11,No,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00711,essay_02047,Driverless cars,Adequate,2,1.0,6,No,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00712,essay_02048,Facial Action Coding System,Effective,3,1.0,10,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00713,essay_02049,Seeking the Author,Ineffective,1,3.0,9,No,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00714,essay_02050,Exploring Venus,Adequate,2,3.0,11,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00715,essay_02051,Car-free cities,Adequate,2,1.0,11,No,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00716,essay_02052,Driverless cars,Adequate,2,3.0,10,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00717,essay_02053,Facial Action Coding System,Effective,3,1.0,9,No,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00718,essay_02054,Seeking the Author,Ineffective,1,4.0,6,No,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00719,essay_02055,Exploring Venus,Adequate,2,1.0,10,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00720,essay_02056,Car-free cities,Adequate,2,3.0,6,No,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00721,essay_02057,Driverless cars,Adequate,2,3.0,9,No,No,Black/African American,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00722,essay_02058,Facial Action Coding System,Effective,3,2.0,11,No,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00723,essay_02059,Seeking the Author,Ineffective,1,2.0,11,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00724,essay_02060,Exploring Venus,Adequate,2,2.0,9,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00725,essay_02061,Car-free cities,Adequate,2,2.0,8,Yes,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00726,essay_02062,Driverless cars,Adequate,2,3.0,8,No,Yes,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00727,essay_02063,Facial Action Coding System,Effective,3,2.0,9,No,No,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00728,essay_02064,Seeking the Author,Ineffective,1,2.0,10,No,Yes,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00729,essay_02065,Exploring Venus,Adequate,2,3.0,6,Yes,Yes,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00730,essay_02066,Car-free cities,Adequate,2,2.0,8,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00731,essay_02067,Driverless cars,Adequate,2,1.0,9,No,Yes,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00732,essay_02068,Facial Action Coding System,Effective,3,1.0,11,No,No,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00733,essay_02069,Seeking the Author,Ineffective,1,3.0,6,No,No,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00734,essay_02070,Exploring Venus,Adequate,2,4.0,8,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00735,essay_02071,Car-free cities,Adequate,2,2.0,11,No,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00736,essay_02072,Driverless cars,Adequate,2,1.0,11,No,Yes,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00737,essay_02073,Facial Action Coding System,Effective,3,2.0,8,Yes,No,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00738,essay_02074,Seeking the Author,Ineffective,1,4.0,9,No,No,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00739,essay_02075,Exploring Venus,Adequate,2,4.0,10,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00740,essay_02076,Car-free cities,Adequate,2,3.0,6,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00741,essay_02077,Driverless cars,Adequate,2,3.0,6,No,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00742,essay_02078,Facial Action Coding System,Effective,3,2.0,6,No,No,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00743,essay_02079,Seeking the Author,Ineffective,1,2.0,6,No,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00744,essay_02080,Exploring Venus,Adequate,2,3.0,8,No,No,Black/African American,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00745,essay_02081,Car-free cities,Adequate,2,1.0,9,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00746,essay_02082,Driverless cars,Adequate,2,3.0,11,No,No,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00747,essay_02083,Facial Action Coding System,Effective,3,4.0,8,Yes,No,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00748,essay_02084,Seeking the Author,Ineffective,1,2.0,11,No,Yes,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00749,essay_02085,Exploring Venus,Adequate,2,2.0,8,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00750,essay_02086,Car-free cities,Adequate,2,1.0,9,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00751,essay_02087,Driverless cars,Adequate,2,2.0,10,No,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00752,essay_02088,Facial Action Coding System,Effective,3,2.0,10,Yes,Yes,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00753,essay_02089,Seeking the Author,Ineffective,1,1.0,10,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00754,essay_02090,Exploring Venus,Adequate,2,1.0,10,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00755,essay_02091,Car-free cities,Adequate,2,2.0,9,No,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00756,essay_02092,Driverless cars,Adequate,2,1.0,10,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00757,essay_02093,Facial Action Coding System,Effective,3,3.0,11,Yes,No,Black/African American,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00758,essay_02094,Seeking the Author,Ineffective,1,1.0,11,No,No,Black/African American,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00759,essay_02095,Exploring Venus,Adequate,2,2.0,9,No,No,Black/African American,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00760,essay_02096,Car-free cities,Adequate,2,3.0,10,No,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00761,essay_02097,Driverless cars,Adequate,2,2.0,8,No,Yes,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00762,essay_02098,Facial Action Coding System,Effective,3,1.0,10,Yes,No,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00763,essay_02099,Seeking the Author,Ineffective,1,2.0,9,Yes,No,Black/African American,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00764,essay_02100,Exploring Venus,Adequate,2,2.0,10,No,No,Asian,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00765,essay_02101,Car-free cities,Adequate,2,4.0,9,No,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00766,essay_02102,Driverless cars,Adequate,2,1.0,8,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00767,essay_02103,Facial Action Coding System,Effective,3,2.0,10,No,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00768,essay_02104,Seeking the Author,Ineffective,1,1.0,8,No,No,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00769,essay_02105,Exploring Venus,Adequate,2,2.0,8,Yes,Yes,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00770,essay_02106,Car-free cities,Adequate,2,2.0,10,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00771,essay_02107,Driverless cars,Adequate,2,4.0,6,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00772,essay_02108,Facial Action Coding System,Effective,3,3.0,11,No,No,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00773,essay_02109,Seeking the Author,Ineffective,1,4.0,8,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00774,essay_02110,Exploring Venus,Adequate,2,1.0,6,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00775,essay_02111,Car-free cities,Adequate,2,3.0,10,No,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00776,essay_02112,Driverless cars,Adequate,2,2.0,10,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00777,essay_02113,Facial Action Coding System,Effective,3,1.0,11,No,No,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00778,essay_02114,Seeking the Author,Ineffective,1,1.0,10,Yes,No,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00779,essay_02115,Exploring Venus,Adequate,2,4.0,6,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00780,essay_02116,Car-free cities,Adequate,2,2.0,11,No,No,Asian,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00781,essay_02117,Driverless cars,Adequate,2,1.0,10,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00782,essay_02118,Facial Action Coding System,Effective,3,1.0,10,Yes,No,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00783,essay_02119,Seeking the Author,Ineffective,1,1.0,10,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00784,essay_02120,Exploring Venus,Adequate,2,1.0,9,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00785,essay_02121,Car-free cities,Adequate,2,3.0,11,Yes,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00786,essay_02122,Driverless cars,Adequate,2,3.0,8,No,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00787,essay_02123,Facial Action Coding System,Effective,3,2.0,10,No,No,Black/African American,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00788,essay_02124,Seeking the Author,Ineffective,1,2.0,8,No,Yes,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00789,essay_02125,Exploring Venus,Adequate,2,2.0,6,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00790,essay_02126,Car-free cities,Adequate,2,3.0,6,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00791,essay_02127,Driverless cars,Adequate,2,2.0,10,No,No,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00792,essay_02128,Facial Action Coding System,Effective,3,1.0,9,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00793,essay_02129,Seeking the Author,Ineffective,1,2.0,11,Yes,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00794,essay_02130,Exploring Venus,Adequate,2,2.0,9,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00795,essay_02131,Car-free cities,Adequate,2,3.0,9,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00796,essay_02132,Driverless cars,Adequate,2,2.0,9,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00797,essay_02133,Facial Action Coding System,Effective,3,2.0,6,No,Yes,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00798,essay_02134,Seeking the Author,Ineffective,1,1.0,9,Yes,Yes,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00799,essay_02135,Exploring Venus,Adequate,2,2.0,9,Yes,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00800,essay_02136,Car-free cities,Adequate,2,1.0,6,Yes,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00801,essay_02137,Driverless cars,Adequate,2,2.0,6,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00802,essay_02138,Facial Action Coding System,Effective,3,2.0,8,No,Yes,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00803,essay_02139,Seeking the Author,Ineffective,1,2.0,6,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00804,essay_02140,Exploring Venus,Adequate,2,1.0,10,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00805,essay_02141,Car-free cities,Adequate,2,1.0,9,No,No,Asian,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00806,essay_02142,Driverless cars,Adequate,2,2.0,6,Yes,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00807,essay_02143,Facial Action Coding System,Effective,3,1.0,6,No,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00808,essay_02144,Seeking the Author,Ineffective,1,2.0,10,No,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00809,essay_02145,Exploring Venus,Adequate,2,3.0,10,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00810,essay_02146,Car-free cities,Adequate,2,1.0,9,No,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00811,essay_02147,Driverless cars,Adequate,2,4.0,8,No,No,Black/African American,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00812,essay_02148,Facial Action Coding System,Effective,3,2.0,10,No,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00813,essay_02149,Seeking the Author,Ineffective,1,2.0,10,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00814,essay_02150,Exploring Venus,Adequate,2,3.0,8,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00815,essay_02151,Car-free cities,Adequate,2,3.0,8,No,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00816,essay_02152,Driverless cars,Adequate,2,2.0,8,No,Yes,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00817,essay_02153,Facial Action Coding System,Effective,3,1.0,10,Yes,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00818,essay_02154,Seeking the Author,Ineffective,1,1.0,11,No,No,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00819,essay_02155,Exploring Venus,Adequate,2,1.0,10,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00820,essay_02156,Car-free cities,Adequate,2,3.0,8,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00821,essay_02157,Driverless cars,Adequate,2,1.0,10,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00822,essay_02158,Facial Action Coding System,Effective,3,4.0,8,No,No,Black/African American,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00823,essay_02159,Seeking the Author,Ineffective,1,3.0,10,No,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00824,essay_02160,Exploring Venus,Adequate,2,1.0,11,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00825,essay_02161,Car-free cities,Adequate,2,2.0,8,No,No,Black/African American,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00826,essay_02162,Driverless cars,Adequate,2,3.0,11,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00827,essay_02163,Facial Action Coding System,Effective,3,4.0,9,No,No,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00828,essay_02164,Seeking the Author,Ineffective,1,1.0,9,No,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00829,essay_02165,Exploring Venus,Adequate,2,2.0,11,No,Yes,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00830,essay_02166,Car-free cities,Adequate,2,1.0,6,No,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00831,essay_02167,Driverless cars,Adequate,2,2.0,6,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00832,essay_02168,Facial Action Coding System,Effective,3,3.0,6,No,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00833,essay_02169,Seeking the Author,Ineffective,1,4.0,8,Yes,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00834,essay_02170,Exploring Venus,Adequate,2,1.0,6,No,No,Asian,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00835,essay_02171,Car-free cities,Adequate,2,2.0,10,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00836,essay_02172,Driverless cars,Adequate,2,4.0,11,No,No,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00837,essay_02173,Facial Action Coding System,Effective,3,2.0,8,No,No,Black/African American,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00838,essay_02174,Seeking the Author,Ineffective,1,2.0,6,No,No,Black/African American,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00839,essay_02175,Exploring Venus,Adequate,2,3.0,11,No,No,Black/African American,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00840,essay_02176,Car-free cities,Adequate,2,3.0,9,No,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
